,pub,reference
4990,ATP 3-76,ATP 3-05.40
4991,ATP 3-76,ADRP 3-0
4992,ATP 3-76,ADRP 4-0
4993,ATP 3-76,ATP 3-05.60
4994,ATP 3-76,ATP 3-09.34
4995,ATP 3-76,ADRP 3-05
4996,ATP 3-76,ADRP 1-02
4998,ATP 3-90.1,ADRP 3-07
4999,ATP 3-90.1,ADP 6-22
5000,ATP 3-90.1,ADRP 3-0
5001,ATP 3-90.1,ADP 6-0
5002,ATP 3-90.1,ADRP 2-0
5004,ATP 3-90.1,ATP 3-09.30
5005,ATP 3-90.1,ADRP 3-90
5006,ATP 3-90.1,ATP 3-06.20
5007,ATP 3-90.1,FM 3-90-1
5008,ATP 3-90.1,FM 3-90-2
5009,ATP 3-90.1,ADRP 5-0
5011,ATP 3-90.1,ADRP 1-02
5012,ATP 3-90.1,FM 2-22.3
5013,ATP 3-90.1,ATP 2-22.4
5016,ATP 3-90.1,ADRP 3-09
5017,ATP 3-90.1,ADRP 3-37
5021,ATP 3-90.1,ADP 3-05
5022,ATP 3-90.1,ADRP 3-05
5023,ATP 3-90.1,ADRP 4-0
5024,ATP 3-90.1,ADP 3-0
5025,ATP 3-90.1,ATP 3-55.6
5026,ATP 3-90.1,ATP 3-05.20
5030,ATP 3-90.1,ADP 2-0
5031,ATP 3-90.1,ADP 3-07
5032,ATP 3-90.1,ADP 3-90
5033,ATP 3-90.1,ADP 5-0
5034,ATP 3-90.1,ADP 7-0
5035,ATP 3-90.1,ADRP 6-0
5036,ATP 3-90.1,ADRP 6-22
5037,ATP 3-90.1,ADRP 7-0
5038,ATP 3-90.1,ATP 2-19.4
5039,ATP 3-90.1,ATP 2-22.7
5040,ATP 3-90.1,ATP 3-20.15
5041,ATP 3-90.1,ATP 3-34.22
5042,ATP 3-90.1,ATP 4-02.3
5043,ATP 3-90.1,ATP 3-90.37
5045,ATP 3-90.1,FM 3-20.21
5048,ATP 3-90.4,FM 27-10
5049,ATP 3-90.4,ADRP 3-0
5050,ATP 3-90.4,FM 3-90-1
5052,ATP 3-90.4,ADRP 1-03
5054,ATP 3-90.4,ATP 3-90.37
5055,ATP 3-90.4,ATP 3-90.8
5056,ATP 3-90.4,FM 3-81
5057,ATP 3-90.4,ATP 3-34.40
5058,ATP 3-90.4,ATP 3-39.10
5059,ATP 3-90.4,ATP 3-39.30
5060,ATP 3-90.4,ATP 3-36
5061,ATP 3-90.4,ADRP 3-09
5062,ATP 3-90.4,ATP 3-09.12
5063,ATP 3-90.4,ADRP 5-0
5064,ATP 3-90.4,ADP 5-0
5065,ATP 3-90.4,ATP 3-34.80
5066,ATP 3-90.4,ATP 2-22.7
5067,ATP 3-90.4,ATP 5-19
5068,ATP 3-90.4,ADRP 3-37
5070,ATP 3-90.4,ATTP 3-06.11
5071,ATP 3-90.4,ATP 3-11.50
5072,ATP 3-90.4,FM 3-39
5074,ATP 3-90.4,ATP 3-34.84
5075,ATP 3-90.4,ATP 4-32.16
5077,ATP 3-90.4,FM 3-90-2
5084,ATP 3-90.4,ADRP 1-02
5085,ATP 3-90.4,ATP 3-39.12
5086,ATP 3-90.4,ATP 3-60
5087,ATP 3-90.4,ATP 4-15
5088,ATP 3-90.4,ATP 4-16
5089,ATP 3-90.4,FM 3-34
5090,ATP 3-90.4,FM 3-96
5091,ATP 3-90.4,FM 3-99
5092,ATP 3-90.4,FM 90-5
5094,ATP 3-90.4,ADP 3-0
5095,ATP 3-90.4,ATP 2-01
5096,ATP 3-90.4,ATP 2-01.3
5097,ATP 3-90.4,ATP 3-34.22
5098,ATP 3-90.4,ATP 6-01.1
5099,ATP 3-90.4,FM 2-0
5102,ATP 3-90.4,FM 3-63
5103,ATP 3-90.4,FM 6-0
5107,ATP 3-90.5,ADRP 3-07
5108,ATP 3-90.5,FM 3-90-1
5109,ATP 3-90.5,ADRP 3-28
5110,ATP 3-90.5,ATTP 3-06.11
5111,ATP 3-90.5,ADRP 3-0
5112,ATP 3-90.5,ADP 3-0
5113,ATP 3-90.5,ADRP 6-0
5114,ATP 3-90.5,ADRP 5-0
5115,ATP 3-90.5,ADRP 6-22
5116,ATP 3-90.5,ATP 3-20.98
5118,ATP 3-90.5,ADRP 1-03
5119,ATP 3-90.5,ADRP 2-0
5120,ATP 3-90.5,FM 3-55
5122,ATP 3-90.5,ATP 3-52.1
5123,ATP 3-90.5,ADRP 3-90
5124,ATP 3-90.5,FM 3-90-2
5125,ATP 3-90.5,ADRP 3-37
5126,ATP 3-90.5,ATP 3-06.20
5127,ATP 3-90.5,FM 3-21.10
5128,ATP 3-90.5,ADRP 1-02
5129,ATP 3-90.5,ATP 3-34.40
5130,ATP 3-90.5,ATP 3-39.10
5131,ATP 3-90.5,ADRP 4-0
5132,ATP 3-90.5,ATP 4-02.3
5134,ATP 3-90.5,ATP 4-02.46
5136,ATP 3-90.5,ATP 1-0.1
5137,ATP 3-90.5,ATP 1-05.01
5138,ATP 3-90.5,ATP 3-90.15
5139,ATP 3-90.5,ATP 3-34.22
5141,ATP 3-90.5,ATP 3-37.10
5142,ATP 3-90.5,ADP 3-28
5143,ATP 3-90.5,ADP 5-0
5144,ATP 3-90.5,ADP 6-0
5145,ATP 3-90.5,ADP 6-22
5146,ATP 3-90.5,ADP 7-0
5147,ATP 3-90.5,ADRP 7-0
5148,ATP 3-90.5,ATP 1-0.2
5149,ATP 3-90.5,ATP 3-13.10
5150,ATP 3-90.5,ATP 3-07.5
5151,ATP 3-90.5,ATP 3-09.24
5152,ATP 3-90.5,ATP 3-09.30
5153,ATP 3-90.5,ATP 3-37.2
5154,ATP 3-90.5,ATP 3-39.34
5160,ATP 3-90.8,ADRP 3-90
5161,ATP 3-90.8,FM 3-90-1
5162,ATP 3-90.8,FM 27-10
5164,ATP 3-90.8,ATP 3-34.80
5165,ATP 3-90.8,ADRP 3-37
5166,ATP 3-90.8,ADRP 1-02
5167,ATP 3-90.8,ADRP 3-0
5168,ATP 3-90.8,ATP 3-37.34
5169,ATP 3-90.8,ADRP 5-0
5174,ATP 3-90.8,ATP 3-09.30
5178,ATP 3-90.8,ATP 3-04.94
5181,ATP 3-90.8,FM 3-06
5182,ATP 3-90.8,ATP 3-37.2
5183,ATP 3-90.8,ATTP 3-06.11
5185,ATP 3-90.15,FM 2-22.3
5186,ATP 3-90.15,FM 27-10
5187,ATP 3-90.15,ADRP 6-0
5188,ATP 3-90.15,ADRP 3-0
5189,ATP 3-90.15,ATP 2-33.4
5191,ATP 3-90.15,ADRP 3-90
5192,ATP 3-90.15,ATP 3-90.37
5193,ATP 3-90.15,ADRP 5-0
5194,ATP 3-90.15,ATP 2-91.8
5195,ATP 3-90.15,ADP 5-0
5196,ATP 3-90.15,ATP 3-39.12
5198,ATP 3-90.15,ADRP 1-02
5199,ATP 3-90.15,FM 3-55
5200,ATP 3-90.15,ADRP 2-0
5201,ATP 3-90.15,ATP 2-22.4
5202,ATP 3-90.15,ATP 3-11.37
5203,ATP 3-90.15,ATP 4-32
5207,ATP 3-90.37,ADP 3-90
5210,ATP 3-90.37,FM 27-10
5212,ATP 3-90.37,ADP 3-0
5213,ATP 3-90.37,ADRP 5-0
5215,ATP 3-90.37,ATP 2-22.4
5216,ATP 3-90.37,ADRP 3-0
5217,ATP 3-90.37,ADRP 3-37
5218,ATP 3-90.37,ADRP 3-09
5219,ATP 3-90.37,ATP 3-37.34
5220,ATP 3-90.37,ADP 5-0
5222,ATP 3-90.37,ADRP 3-90
5223,ATP 3-90.37,FM 3-39
5224,ATP 3-90.37,ADRP 7-0
5225,ATP 3-90.37,ADP 7-0
5226,ATP 3-90.37,ADRP 1-02
5227,ATP 3-90.37,ADP 6-0
5228,ATP 3-90.37,ADRP 2-0
5229,ATP 3-90.37,ATP 3-07.5
5230,ATP 3-90.37,ATP 4-32
5234,ATP 3-90.61,FM 27-10
5235,ATP 3-90.61,ATP 1-0.1
5236,ATP 3-90.61,ADRP 5-0
5237,ATP 3-90.61,FM 3-90-1
5240,ATP 3-90.61,ADRP 3-07
5241,ATP 3-90.61,ATP 4-02.3
5242,ATP 3-90.61,ATP 4-02.2
5243,ATP 3-90.61,ADRP 1-02
5244,ATP 3-90.61,ATP 4-16
5245,ATP 3-90.61,ATP 5-19
5246,ATP 3-90.61,FM 3-34
5247,ATP 3-90.61,ADP 5-0
5248,ATP 3-90.61,ADRP 2-0
5249,ATP 3-90.61,ATP 2-01
5250,ATP 3-90.61,ATP 3-34.22
5251,ATP 3-90.61,FM 2-0
5252,ATP 3-90.61,FM 3-07
5253,ATP 3-90.61,FM 3-11
5255,ATP 3-90.61,FM 3-63
5256,ATP 3-90.61,FM 4-02
5260,ATP 3-90.90,FM 3-07
5261,ATP 3-90.90,FM 3-28
5263,ATP 3-90.90,FM 6-0
5267,ATP 3-90.97,ATTP 3-21.50
5268,ATP 3-90.97,FM 27-10
5269,ATP 3-90.97,ATP 2-01.3
5270,ATP 3-90.97,ATP 2-19.4
5272,ATP 3-90.97,ADRP 3-90
5273,ATP 3-90.97,ATP 3-37.34
5274,ATP 3-90.97,ADRP 3-07
5275,ATP 3-90.97,ATP 3-90.4
5276,ATP 3-90.97,ATP 3-34.81
5277,ATP 3-90.97,ATP 3-11.37
5279,ATP 3-90.97,ATP 4-44
5280,ATP 3-90.97,ATP 4-33
5281,ATP 3-90.97,ATP 4-02.1
5282,ATP 3-90.97,ATP 3-04.64
5284,ATP 3-90.97,FM 3-50
5285,ATP 3-90.97,FM 3-99
5286,ATP 3-90.97,ATP 3-36
5287,ATP 3-90.97,ATP 3-04.94
5289,ATP 3-90.97,ATP 3-09.50
5290,ATP 3-90.97,ATP 3-09.12
5291,ATP 3-90.97,ATP 3-09.02
5292,ATP 3-90.97,FM 3-14
5294,ATP 3-90.97,ATTP 3-21.90
5295,ATP 3-90.97,ATP 3-09.32
5296,ATP 3-90.97,ADP 4-0
5297,ATP 3-90.97,ADRP 3-0
5298,ATP 3-90.97,ADRP 1-02
5299,ATP 3-90.97,ATP 2-01
5300,ATP 3-90.97,ATP 3-34.20
5301,ATP 3-90.97,ATP 3-90.8
5302,ATP 3-90.97,ATP 4-46
5303,ATP 3-90.97,FM 2-0
5304,ATP 3-90.97,FM 3-21.38
5305,ATP 3-90.97,FM 7-22
5306,ATP 3-90.97,ATP 4-02.7
5307,ATP 3-90.97,ATP 2-22.7
5308,ATP 3-91,ADRP 3-28
5309,ATP 3-91,FM 27-10
5310,ATP 3-91,ADRP 1-02
5312,ATP 3-91,FM 3-94
5313,ATP 3-91,ADRP 6-0
5314,ATP 3-91,ADRP 3-0
5315,ATP 3-91,ADRP 3-90
5316,ATP 3-91,ADRP 5-0
5318,ATP 3-91,ATP 3-09.24
5319,ATP 3-91,ATP 3-11.36
5320,ATP 3-91,ATP 3-91.1
5321,ATP 3-91,ATP 3-57.60
5322,ATP 3-91,ADP 6-0
5323,ATP 3-91,FM 6-0
5325,ATP 3-91,ATP 3-90.90
5327,ATP 3-91,ADRP 6-22
5328,ATP 3-91,ATP 3-39.12
5329,ATP 3-91,ADRP 7-0
5331,ATP 3-91,ATP 3-37.10
5333,ATP 3-91,FM 3-90-1
5334,ATP 3-91,ADP 5-0
5335,ATP 3-91,ADRP 3-37
5336,ATP 3-91,ATP 3-37.34
5337,ATP 3-91,FM 3-50
5338,ATP 3-91,ATP 4-02.46
5339,ATP 3-91,FM 3-55.93
5340,ATP 3-91,FM 3-90-2
5341,ATP 3-91,ADP 4-0
5342,ATP 3-91,FM 1-0
5343,ATP 3-91,FM 1-06
5344,ATP 3-91,FM 1-04
5345,ATP 3-91,FM 1-05
5347,ATP 3-91,ATP 3-09.34
5348,ATP 3-91,FM 2-0
5349,ATP 3-91,ADRP 4-0
5350,ATP 3-91,FM 4-02
5351,ATP 3-91,ADRP 3-09
5353,ATP 3-91,ADRP 3-07
5355,ATP 3-91,FM 3-52
5356,ATP 3-91,ADRP 2-0
5357,ATP 3-91,ATP 3-01.60
5358,ATP 3-91,ATP 2-22.9
5360,ATP 3-91,ATP 4-02.42
5362,ATP 3-91,FM 3-13
5363,ATP 3-91,FM 3-24.2
5364,ATP 3-91,ATP 4-01.45
5366,ATP 3-91,ATP 3-52.2
5368,ATP 3-91,ADP 3-07
5369,ATP 3-91,ADP 2-0
5370,ATP 3-91,ADP 3-0
5371,ATP 3-91,ADP 3-28
5372,ATP 3-91,ADP 3-90
5373,ATP 3-91,ADP 7-0
5374,ATP 3-91,ADRP 3-05
5375,ATP 3-91,ATP 1-20
5376,ATP 3-91,ATP 3-57.70
5377,ATP 3-91,ATP 4-14
5378,ATP 3-91,ATP 4-16
5379,ATP 3-91,ATP 4-93
5382,ATP 3-91,FM 3-01
5383,ATP 3-91,FM 3-05
5384,ATP 3-91,FM 3-09
5385,ATP 3-91,FM 3-11
5386,ATP 3-91,FM 3-22
5387,ATP 3-91,FM 3-34
5388,ATP 3-91,FM 3-38
5389,ATP 3-91,FM 3-39
5390,ATP 3-91,FM 3-53
5391,ATP 3-91,FM 3-55
5392,ATP 3-91,FM 3-57
5394,ATP 3-91,FM 3-61
5395,ATP 3-91,FM 3-63
5396,ATP 3-91,FM 3-81
5397,ATP 3-91,FM 4-95
5398,ATP 3-91,FM 6-02
5400,ATP 3-91.1,ADRP 3-0
5401,ATP 3-91.1,ATP 3-01.50
5402,ATP 3-91.1,ADRP 3-05
5403,ATP 3-91.1,ATP 3-09.34
5404,ATP 3-91.1,FM 3-52
5406,ATP 3-91.1,ADRP 1-02
5407,ATP 3-91.1,ADRP 5-0
5408,ATP 3-91.1,ADRP 6-0
5409,ATP 3-91.1,FM 3-09
5411,ATP 3-91.1,ATP 3-60.1
5412,ATP 3-92,ADP 3-28
5413,ATP 3-92,ADRP 3-28
5414,ATP 3-92,ATP 3-92
5415,ATP 3-92,FM 27-10
5416,ATP 3-92,FM 3-94
5418,ATP 3-92,ADP 5-0
5419,ATP 3-92,FM 3-16
5420,ATP 3-92,ATP 3-09.24
5421,ATP 3-92,FM 6-0
5422,ATP 3-92,ADP 6-0
5423,ATP 3-92,ADRP 3-0
5424,ATP 3-92,ADRP 5-0
5425,ATP 3-92,ADRP 6-0
5426,ATP 3-92,FM 3-50
5427,ATP 3-92,FM 3-55.93
5428,ATP 3-92,ATP 6-02.72
5429,ATP 3-92,ATP 6-01.1
5430,ATP 3-92,ATP 5-0.1
5431,ATP 3-92,ADRP 4-0
5432,ATP 3-92,ADRP 6-22
5433,ATP 3-92,FM 3-61
5434,ATP 3-92,FM 2-0
5435,ATP 3-92,ATP 2-01.3
5436,ATP 3-92,FM 3-90-1
5437,ATP 3-92,ADRP 3-90
5438,ATP 3-92,FM 3-90-2
5439,ATP 3-92,ATP 3-90.4
5440,ATP 3-92,ATP 3-90.37
5441,ATP 3-92,ATP 3-90.8
5442,ATP 3-92,FM 6-99
5443,ATP 3-92,ATP 3-34.20
5444,ATP 3-92,ATP 3-37.10
5446,ATP 3-92,ATP 2-22.8
5447,ATP 3-92,ATP 2-22.4
5448,ATP 3-92,ATP 2-22.9
5449,ATP 3-92,ATP 2-22.82
5450,ATP 3-92,ATP 2-91.8
5451,ATP 3-92,ATP 2-22.85
5452,ATP 3-92,ATP 3-52.2
5453,ATP 3-92,ATP 3-09.13
5455,ATP 3-92,ADP 4-0
5456,ATP 3-92,ADRP 3-37
5457,ATP 3-92,ATP 3-39.32
5458,ATP 3-92,ATP 3-37.2
5459,ATP 3-92,FM 3-05.70
5460,ATP 3-92,ATP 3-37.34
5461,ATP 3-92,ATP 4-02.8
5462,ATP 3-92,ATP 3-39.30
5463,ATP 3-92,FM 4-02
5464,ATP 3-92,ATP 4-94
5465,ATP 3-92,ATP 3-91
5466,ATP 3-92,ADRP 3-07
5467,ATP 3-92,ATP 3-07.5
5468,ATP 3-92,ATP 3-91.1
5469,ATP 3-92,ATP 2-19.3
5470,ATP 3-92,FM 3-55
5471,ATP 3-92,ATP 3-18.4
5472,ATP 3-92,ATP 3-09.23
5473,ATP 3-92,ATP 4-42.2
5474,ATP 3-92,ATP 4-0.1
5475,ATP 3-92,ATP 4-02.3
5476,ATP 3-92,ADRP 1-02
5477,ATP 3-92,ADRP 2-0
5478,ATP 3-92,ATP 2-01
5479,ATP 3-92,ATP 3-09.70
5480,ATP 3-92,ATP 3-60
5481,ATP 3-92,ATP 3-93
5482,ATP 3-92,ATP 4-01.45
5483,ATP 3-92,ATP 4-02.1
5484,ATP 3-92,ATP 4-02.2
5485,ATP 3-92,ATP 4-10
5486,ATP 3-92,ATP 4-14
5487,ATP 3-92,ATP 4-15
5488,ATP 3-92,ATP 4-16
5489,ATP 3-92,ATP 4-32
5490,ATP 3-92,ATP 4-33
5491,ATP 3-92,ATP 4-41
5492,ATP 3-92,ATP 4-42
5493,ATP 3-92,ATP 4-70
5494,ATP 3-92,ATP 4-90
5495,ATP 3-92,ATP 4-91
5496,ATP 3-92,ATP 4-92
5497,ATP 3-92,ATP 4-93
5498,ATP 3-92,ATP 5-19
5499,ATP 3-92,ATP 6-02.73
5500,ATP 3-92,ATP 6-02.90
5501,ATP 3-92,FM 1-0
5502,ATP 3-92,FM 1-04
5503,ATP 3-92,FM 1-05
5504,ATP 3-92,FM 1-06
5505,ATP 3-92,FM 3-01
5506,ATP 3-92,FM 3-04
5507,ATP 3-92,FM 3-05
5508,ATP 3-92,FM 3-07
5509,ATP 3-92,FM 3-09
5510,ATP 3-92,FM 3-11
5511,ATP 3-92,FM 3-13
5512,ATP 3-92,FM 3-14
5513,ATP 3-92,FM 3-34
5514,ATP 3-92,FM 3-38
5515,ATP 3-92,FM 3-39
5516,ATP 3-92,FM 3-52
5517,ATP 3-92,FM 3-53
5518,ATP 3-92,FM 3-57
5519,ATP 3-92,FM 3-63
5520,ATP 3-92,FM 3-81
5521,ATP 3-92,FM 3-99
5522,ATP 3-92,FM 4-01
5523,ATP 3-92,FM 4-30
5524,ATP 3-92,FM 4-40
5525,ATP 3-92,FM 4-95
5526,ATP 3-92,FM 6-02
5527,ATP 3-93,FM 27-10
5528,ATP 3-93,ADP 1-01
5529,ATP 3-93,ADRP 4-0
5530,ATP 3-93,ADP 5-0
5531,ATP 3-93,FM 6-0
5532,ATP 3-93,ADRP 5-0
5533,ATP 3-93,ADRP 3-0
5534,ATP 3-93,FM 4-95
5535,ATP 3-93,ADRP 3-05
5536,ATP 3-93,ATP 4-94
5537,ATP 3-93,ATP 4-0.1
5538,ATP 3-93,FM 3-04.120
5540,ATP 3-93,FM 3-39
5541,ATP 3-93,FM 3-57
5542,ATP 3-93,FM 3-11
5543,ATP 3-93,ATP 2-22.4
5546,ATP 3-93,ADRP 1-02
5547,ATP 3-93,ATP 4-16
5548,ATP 3-93,ATP 4-32
5549,ATP 3-93,FM 3-01
5550,ATP 3-93,ATP 4-70
5551,ATP 3-94.2,FM 3-94
5552,ATP 3-94.2,ADRP 6-0
5553,ATP 3-94.2,ADRP 3-0
5554,ATP 3-94.2,ADP 3-0
5555,ATP 3-94.2,FM 3-99
5556,ATP 3-94.2,FM 3-90-1
5557,ATP 3-94.2,ADRP 3-90
5558,ATP 3-94.2,FM 3-13
5559,ATP 3-94.2,ADRP 3-05
5560,ATP 3-94.2,ADP 5-0
5561,ATP 3-94.2,ADRP 5-0
5562,ATP 3-94.2,ATP 3-91.1
5563,ATP 3-94.2,ATP 5-0.3
5564,ATP 3-94.2,ATP 2-01.3
5565,ATP 3-94.2,FM 3-90-2
5566,ATP 3-94.2,ATP 3-09.34
5567,ATP 3-94.2,ATP 3-60.2
5568,ATP 3-94.2,ATP 3-52.1
5569,ATP 3-94.2,ADRP 1-02
5570,ATP 3-94.2,ATP 3-60
5571,ATP 3-94.2,ATP 5-19
5572,ATP 3-94.2,FM 3-04
5573,ATP 3-94.2,FM 3-09
5574,ATP 3-94.2,FM 3-38
5575,ATP 3-94.2,FM 3-52
5576,ATP 3-94.2,FM 3-55
5577,ATP 3-94.2,FM 6-0
5578,ATP 3-94.2,FM 27-10
5579,ATP 4-0.1,FM 27-10
5581,ATP 4-0.1,ADRP 4-0
5582,ATP 4-0.1,ATP 4-11
5583,ATP 4-0.1,ADRP 5-0
5584,ATP 4-0.1,ADP 4-0
5585,ATP 4-0.1,ADRP 3-0
5586,ATP 4-0.1,ATP 3-90.37
5587,ATP 4-0.1,ADRP 3-37
5588,ATP 4-0.1,ADP 6-0
5589,ATP 4-0.1,ADRP 6-0
5590,ATP 4-0.1,ATP 4-01.45
5592,ATP 4-0.1,ADRP 1-02
5593,ATP 4-01.45,ATP 4-25.13
5594,ATP 4-01.45,ADP 5-0
5595,ATP 4-01.45,ATP 3-09.32
5596,ATP 4-01.45,ADRP 1-02
5597,ATP 4-01.45,ATP 3-90.37
5598,ATP 4-01.45,ATP 4-02.2
5599,ATP 4-01.45,ATTP 3-06.11
5600,ATP 4-01.45,ATP 3-34.81
5602,ATP 4-02.1,FM 27-10
5603,ATP 4-02.1,ADRP 3-0
5604,ATP 4-02.1,ATP 4-02.42
5606,ATP 4-02.1,ADP 4-0
5608,ATP 4-02.1,ATP 4-02.55
5609,ATP 4-02.1,FM 6-0
5610,ATP 4-02.1,ADRP 1-02
5611,ATP 4-02.1,ADRP 3-90
5612,ATP 4-02.1,ADRP 4-0
5613,ATP 4-02.1,ADRP 6-0
5614,ATP 4-02.1,ATP 3-34.40
5615,ATP 4-02.1,ADRP 3-07
5616,ATP 4-02.1,ADRP 3-28
5618,ATP 4-02.2,FM 27-10
5619,ATP 4-02.2,FM 4-02
5620,ATP 4-02.2,ADRP 5-0
5621,ATP 4-02.2,ATP 4-25.13
5622,ATP 4-02.2,ATP 4-02.3
5623,ATP 4-02.2,ATP 4-02.5
5625,ATP 4-02.2,ADP 5-0
5626,ATP 4-02.2,FM 6-0
5627,ATP 4-02.2,ADP 6-0
5629,ATP 4-02.2,ADRP 3-90
5630,ATP 4-02.2,ADP 3-90
5631,ATP 4-02.2,ADP 3-07
5632,ATP 4-02.2,ADRP 3-07
5634,ATP 4-02.2,ADRP 3-05
5635,ATP 4-02.2,FM 3-06
5636,ATP 4-02.2,ATP 3-06.1
5637,ATP 4-02.2,ADP 3-28
5638,ATP 4-02.2,ADRP 3-28
5640,ATP 4-02.2,ATP 3-90.97
5641,ATP 4-02.2,FM 90-5
5642,ATP 4-02.2,FM 3-21.38
5643,ATP 4-02.2,ATP 4-02.7
5644,ATP 4-02.2,ATP 3-11.32
5645,ATP 4-02.2,FM 3-99
5646,ATP 4-02.2,ATP 3-11.50
5647,ATP 4-02.2,ADRP 1-02
5648,ATP 4-02.2,ATP 4-02.42
5649,ATP 4-02.2,ADP 3-05
5650,ATP 4-02.2,ADRP 3-0
5651,ATP 4-02.2,ATTP 3-06.11
5654,ATP 4-02.3,FM 27-10
5655,ATP 4-02.3,FM 4-02
5656,ATP 4-02.3,ATP 4-02.5
5658,ATP 4-02.3,ADRP 3-0
5659,ATP 4-02.3,ADRP 3-90
5660,ATP 4-02.3,ADRP 3-28
5662,ATP 4-02.3,ADRP 1-02
5663,ATP 4-02.3,ADP 3-0
5664,ATP 4-02.3,ADP 4-0
5665,ATP 4-02.3,ADRP 4-0
5666,ATP 4-02.3,ATP 4-25.13
5673,ATP 4-02.5,ATP 4-02.84
5674,ATP 4-02.5,ATP 4-02.46
5676,ATP 4-02.5,ADRP 3-0
5681,ATP 4-02.7,ATP 4-02.85
5682,ATP 4-02.7,ATP 4-02.84
5683,ATP 4-02.7,ATP 4-02.83
5684,ATP 4-02.7,ATP 3-11.41
5685,ATP 4-02.7,ATP 3-11.37
5688,ATP 4-02.7,ATP 4-02.82
5689,ATP 4-02.7,ATP 4-02.46
5690,ATP 4-02.7,ATP 4-02.3
5691,ATP 4-02.7,ATP 4-02.5
5693,ATP 4-02.7,ATP 4-02.2
5694,ATP 4-02.7,ATP 4-02.1
5696,ATP 4-02.7,ATP 3-11.24
5697,ATP 4-02.7,FM 90-5
5701,ATP 4-02.7,ATP 3-11.46
5702,ATP 4-02.7,ATP 3-11.47
5704,ATP 4-02.7,ATP 4-25.12
5705,ATP 4-02.7,ADRP 1-02
5707,ATP 4-02.8,ATP 4-02.5
5708,ATP 4-02.8,ADP 3-37
5709,ATP 4-02.8,ADRP 3-37
5711,ATP 4-02.8,ATP 4-02.83
5712,ATP 4-02.8,ATP 3-34.5
5713,ATP 4-02.8,FM 4-02
5714,ATP 4-02.8,ATP 4-25.12
5715,ATP 4-02.8,FM 3-63
5716,ATP 4-02.8,ATP 4-02.46
5717,ATP 4-02.8,ATP 4-02.82
5718,ATP 4-02.8,ATP 4-02.3
5719,ATP 4-02.8,ATP 3-37.10
5720,ATP 4-02.8,ATP 3-39.34
5722,ATP 4-02.8,ATP 4-02.42
5723,ATP 4-02.8,ATP 3-11.37
5724,ATP 4-02.8,ATP 4-41
5725,ATP 4-02.8,FM 27-10
5726,ATP 4-02.8,ADRP 1-02
5727,ATP 4-02.8,ATP 4-02.84
5728,ATP 4-02.42,FM 27-10
5729,ATP 4-02.42,ADP 3-07
5730,ATP 4-02.42,ADRP 3-07
5731,ATP 4-02.42,ATP 3-07.5
5732,ATP 4-02.42,ATP 3-05.40
5734,ATP 4-02.42,ATP 3-11.37
5739,ATP 4-02.42,ATP 4-02.46
5740,ATP 4-02.42,ADRP 3-0
5742,ATP 4-02.42,FM 3-07
5743,ATP 4-02.42,FM 3-24
5745,ATP 4-02.42,ATP 4-25.13
5746,ATP 4-02.42,ATP 3-05.1
5747,ATP 4-02.42,ADRP 3-28
5748,ATP 4-02.42,ADP 3-28
5751,ATP 4-02.42,ATP 4-02.5
5752,ATP 4-02.42,ADRP 5-0
5753,ATP 4-02.42,ADRP 1-02
5754,ATP 4-02.42,ATP 4-02.82
5756,ATP 4-02.43,FM 4-02
5757,ATP 4-02.43,ADRP 3-05
5758,ATP 4-02.43,FM 3-05
5759,ATP 4-02.43,FM 3-57
5760,ATP 4-02.43,ADRP 1-02
5761,ATP 4-02.43,ATP 3-07.31
5762,ATP 4-02.43,ADP 3-0
5763,ATP 4-02.43,ATP 3-53.2
5764,ATP 4-02.43,ATP 4-02.1
5765,ATP 4-02.43,ATP 4-02.2
5766,ATP 4-02.43,ATP 4-02.55
5767,ATP 4-02.43,ATP 4-25.12
5768,ATP 4-02.43,FM 3-05.70
5771,ATP 4-02.46,FM 27-10
5780,ATP 4-02.55,ADP 5-0
5781,ATP 4-02.55,FM 27-10
5782,ATP 4-02.55,ADP 3-0
5783,ATP 4-02.55,FM 4-02
5784,ATP 4-02.55,ATP 4-02.5
5785,ATP 4-02.55,ATP 4-02.2
5788,ATP 4-02.55,ATP 4-25.12
5789,ATP 4-02.55,ADRP 3-0
5790,ATP 4-02.55,FM 6-0
5791,ATP 4-02.55,ADRP 5-0
5792,ATP 4-02.55,ADRP 2-0
5793,ATP 4-02.55,ATP 3-57.10
5795,ATP 4-02.55,ATP 4-02.83
5796,ATP 4-02.55,ATP 4-02.46
5798,ATP 4-02.55,ATP 3-37.10
5799,ATP 4-02.55,ATP 3-57.60
5800,ATP 4-02.55,ADP 6-0
5801,ATP 4-02.55,ADRP 1-02
5802,ATP 4-02.55,ADRP 6-0
5803,ATP 4-02.55,ATP 4-02.3
5804,ATP 4-02.55,ATTP 3-06.11
5811,ATP 4-02.83,ATP 3-11.37
5813,ATP 4-02.83,ADRP 1-02
5815,ATP 4-02.83,ATP 4-02.84
5820,ATP 4-02.84,ATP 3-11.37
5825,ATP 4-02.84,FM 3-11.9
5828,ATP 4-02.85,ATP 4-02.7
5829,ATP 4-02.85,ATP 3-11.32
5830,ATP 4-02.85,ATP 4-25.13
5831,ATP 4-02.85,ATP 3-11.37
5832,ATP 4-02.85,ADRP 1-02
5833,ATP 4-02.85,ATP 4-02.84
5834,ATP 4-10,FM 27-10
