,pub,reference
6180,ATP 6-0.5,ADRP 3-0
6181,ATP 6-0.5,ADRP 3-37
6182,ATP 6-0.5,ATP 6-02.53
6183,ATP 6-0.5,ATP 6-02.60
6184,ATP 6-0.5,FM 3-90-1
6185,ATP 6-0.5,ATP 3-11.50
6186,ATP 6-0.5,ATP 2-01.3
6187,ATP 6-0.5,ADRP 3-09
6188,ATP 6-0.5,ATP 2-01
6189,ATP 6-0.5,ATP 3-91
6190,ATP 6-0.5,ATP 3-92
6191,ATP 6-0.5,ATP 3-93
6192,ATP 6-0.5,ATP 5-19
6193,ATP 6-0.5,FM 1-0
6194,ATP 6-0.5,FM 3-13
6195,ATP 6-0.5,FM 27-10
6196,ATP 6-0.5,FM 3-34
6197,ATP 6-0.5,FM 3-52
6198,ATP 6-0.5,FM 3-55
6199,ATP 6-0.5,FM 3-57
6200,ATP 6-0.5,FM 3-90-2
6201,ATP 6-0.5,FM 3-94
6202,ATP 6-0.5,FM 3-96
6203,ATP 6-0.5,FM 4-95
6204,ATP 6-0.5,FM 6-02
6205,ATP 6-0.5,FM 6-99
6206,ATP 6-01.1,FM 6-01.1
6207,ATP 6-01.1,ADRP 6-0
6208,ATP 6-01.1,ADRP 5-0
6209,ATP 6-01.1,ADP 5-0
6210,ATP 6-01.1,FM 6-0
6211,ATP 6-01.1,ADRP 3-0
6212,ATP 6-01.1,ATP 3-90.90
6213,ATP 6-01.1,ADRP 1-02
6214,ATP 6-02.40,FM 6-02.40
6215,ATP 6-02.40,ADRP 1-02
6216,ATP 6-02.40,ADP 1-02
6217,ATP 6-02.40,ATP 5-19
6218,ATP 6-02.40,FM 6-02
6219,ATP 6-02.40,FM 27-10
6220,ATP 6-02.53,FM 6-02.53
6221,ATP 6-02.53,FM 27-10
6222,ATP 6-02.53,FM 3-05.160
6223,ATP 6-02.53,ATP 6-02.72
6224,ATP 6-02.53,ATP 6-02.90
6225,ATP 6-02.53,FM 3-04.111
6226,ATP 6-02.53,ATP 3-09.50
6227,ATP 6-02.53,ATP 1-02.1
6228,ATP 6-02.53,ATP 2-01.3
6229,ATP 6-02.53,ADRP 1-02
6230,ATP 6-02.53,ATP 5-19
6231,ATP 6-02.53,FM 3-14
6232,ATP 6-02.53,FM 6-02
6233,ATP 6-02.60,ATP 6-02.603
6234,ATP 6-02.60,ADP 3-0
6235,ATP 6-02.60,FM 6-0
6236,ATP 6-02.60,ADRP 3-0
6237,ATP 6-02.60,ATP 6-02.53
6238,ATP 6-02.60,ADRP 1-02
6239,ATP 6-02.60,ADP 5-0
6240,ATP 6-02.60,ADRP 5-0
6241,ATP 6-02.60,FM 6-02
6242,ATP 6-02.60,FM 27-10
6243,ATP 6-02.60,ATP 5-19
6244,ATP 6-02.60,FM 3-94
6245,ATP 6-02.70,FM 6-02.70
6246,ATP 6-02.70,ADRP 3-0
6247,ATP 6-02.70,ADP 3-0
6248,ATP 6-02.70,ADRP 3-28
6249,ATP 6-02.70,ADP 5-0
6250,ATP 6-02.70,ADRP 1-02
6251,ATP 6-02.70,ATP 3-36
6252,ATP 6-02.70,FM 3-38
6253,ATP 6-02.70,FM 6-0
6254,ATP 6-02.70,FM 6-02
6255,ATP 6-02.70,FM 27-10
6256,ATP 6-02.72,FM 6-02.72
6257,ATP 6-02.72,FM 6-02.53
6258,ATP 6-02.73,FM 6-02.73
6259,ATP 6-02.73,ADP 6-0
6260,ATP 6-02.73,ATP 1-02.1
6261,ATP 6-02.75,ADRP 1-02
6262,ATP 6-02.75,FM 6-02
6263,ATP 6-02.75,FM 27-10
6264,ATP 6-02.90,FM 6-02.90
6265,ATP 6-22.1,ADRP 1-02
6266,ATP 6-22.1,ADRP 6-22
6267,ATP 6-22.1,FM 27-10
6268,ATP 6-22.5,FM 6-22.5
6269,ATP 6-22.5,ATP 4-02.3
6270,ATP 6-22.5,FM 7-22
6271,ATP 6-22.5,ATP 4-25.12
6272,ATP 6-22.5,ATP 1-05.01
6273,ATP 6-22.5,ATP 3-35
6274,ATP 6-22.5,ADRP 1-02
6275,ATP 6-22.5,ATP 1-05.02
6276,ATP 6-22.5,ATP 1-05.03
6277,ATP 6-22.6,ADP 6-0
6278,ATP 6-22.6,FM 6-22
6279,ATP 6-22.6,ADRP 6-0
6280,ATP 6-22.6,FM 27-10
6281,ATP 6-22.6,ADRP 3-0
6282,ATP 6-22.6,ADRP 6-22
6283,ATP 6-22.6,ATP 5-0.1
6284,ATP 6-22.6,ADRP 1-02
6285,ATP 6-22.6,ADP 6-22
6286,ATTP 3-06.11,FM 3-06.11
6287,ATTP 3-06.11,FM 3-07.1
6288,ATTP 3-06.11,FM 2-01.3
6289,ATTP 3-06.11,FM 2-91.4
6290,ATTP 3-06.11,FM 3-06.1
6291,ATTP 3-06.11,FM 3-90.6
6292,ATTP 3-06.11,FM 3-90.5
6293,ATTP 3-06.11,FM 3-20.96
6294,ATTP 3-06.11,FM 3-22.10
6295,ATTP 3-06.11,FM 3-34.2
6296,ATTP 3-06.11,FM 3-34.22
6297,ATTP 3-06.11,FM 3-50.1
6298,ATTP 3-06.11,FM 3-09.31
6299,ATTP 3-06.11,FM 3-11.4
6300,ATTP 3-06.11,FM 3-21.10
6301,ATTP 3-06.11,FM 3-06.20
6302,ATTP 3-06.11,FM 3-21.75
6303,ATTP 3-06.11,FM 3-22.9
6304,ATTP 3-06.11,FM 3-34.214
6305,ATTP 3-06.11,FM 3-34.170
6306,ATTP 3-06.11,FM 3-20.21
6307,ATTP 3-06.11,FM 3-22.65
6308,ATTP 3-06.11,FM 3-23.30
6309,ATTP 3-06.11,FM 3-22.27
6310,ATTP 3-06.11,FM 3-22.37
6311,ATTP 3-06.11,FM 3-22.34
6312,ATTP 3-06.11,FM 3-09.32
6313,ATTP 3-21.50,FM 3-21.10
6314,ATTP 3-21.50,FM 3-97.6
6315,ATTP 3-21.50,FM 3-97.61
6316,ATTP 3-21.50,FM 2-01.3
6317,ATTP 3-21.50,FM 31-70
6318,ATTP 3-21.50,FM 3-21.20
6319,ATTP 3-21.50,FM 3-21.8
6320,ATTP 3-21.50,FM 3-34.170
6321,ATTP 3-21.50,ATTP 3-18.12
6322,ATTP 3-21.50,FM 3-04.203
6323,ATTP 3-21.50,FM 3-09.32
6324,ATTP 3-21.50,FM 3-22.10
6325,ATTP 3-21.50,FM 4-25.11
6326,ATTP 3-21.50,FM 4-25.12
6327,ATTP 3-21.90,FM 6-20-20
6328,ATTP 3-21.90,FM 3-22.90
6329,ATTP 3-21.90,FM 3-22.91
6330,ATTP 3-21.90,FM 3-21.8
6331,ATTP 3-21.90,FM 3-09.31
6332,ATTP 3-21.90,FM 3-09.32
6333,ATTP 3-21.90,FM 3-22-91
6334,ATTP 3-21.90,FM 3-09.12
6335,ATTP 3-21.90,FM 3-11.4
6336,ATTP 3-21.90,FM 4-20.197
6337,ATTP 3-21.90,FM 4-20.198
6338,ATTP 3-21.90,FM 3-06.11
6339,ATTP 3-21.90,FM 3-97.6
6340,ATTP 3-21.90,FM 3-21.10
6341,ATTP 3-21.90,FM 3-21.9
6342,ATTP 3-21.90,FM 3-22.68
6343,ATTP 3-21.90,FM 3-21.75
